,long,lat,unique_squirrel_id,hectare,shift,date,hectare_squirrel_number,age,primary_fur_color,highlight_fur_color,combination_of_primary_and_highlight_color,color_notes,location,above_ground_sighter_measurement,specific_location,running,chasing,climbing,eating,foraging,other_activities,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from,other_interactions,lat_long,zip_codes,community_districts,borough_boundaries,city_council_districts,police_precincts
481,-73.97217978,40.78012138,16A-PM-1019-07,16A,PM,10192018,7,Juvenile,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,1,1,0,0,approaches (very friendly),POINT (-73.9721797824576 40.7801213843628),,19,4,19,13
492,-73.97768548,40.76831023,3D-AM-1006-04,03D,AM,10062018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,0,0,0,1,runs from (boy on bike),POINT (-73.9776854797916 40.7683102295663),,19,4,19,13
503,-73.9533476,40.79330035,37H-PM-1006-02,37H,PM,10062018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,tree,1,0,1,0,1,,1,0,0,0,0,0,0,1,dogs,POINT (-73.9533476020736 40.7933003544685),,19,4,19,13
514,-73.96014865,40.79437241,35C-PM-1013-02,35C,PM,10132018,2,,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,0,1,0,0,approaches (when i crouched down),POINT (-73.9601486483164 40.7943724108626),,19,4,19,13
534,-73.97723967,40.76686964,2E-AM-1010-02,02E,AM,10102018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,1,0,0,1,0,,0,0,0,0,0,0,1,0,totally indifferent,POINT (-73.9772396728545 40.7668696411765),,19,4,19,13
562,-73.97003307,40.77829139,16D-PM-1010-06,16D,PM,10102018,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,,1,0,0,0,1,walking,0,0,0,0,0,0,0,0,checking me out,POINT (-73.9700330712119 40.7782913925727),,19,4,19,13
571,-73.97636223,40.77046713,5C-PM-1010-10,05C,PM,10102018,10,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,0,1,0,,0,0,0,0,0,1,0,0,fed by woman,POINT (-73.9763622269272 40.7704671295941),,19,4,19,13
579,-73.97509926,40.77433919,10B-PM-1014-03,10B,PM,10142018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,0,0,0,1,1,,0,0,0,0,0,0,0,0,avoided people,POINT (-73.9750992564362 40.7743391883762),,19,4,19,13
587,-73.96465975,40.78276982,22F-AM-1007-07,22F,AM,10072018,7,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,3,,0,0,1,0,0,,0,0,0,0,1,0,0,0,alert & aware,POINT (-73.9646597452128 40.7827698220703),,19,4,19,13
588,-73.97826438,40.77170861,6A-AM-1006-04,06A,AM,10062018,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,0,1,0,0,1,,0,0,0,0,1,0,0,0,curious,POINT (-73.97826438139 40.7717086090782),,19,4,19,13
593,-73.97274886,40.77819168,14B-PM-1014-06,14B,PM,10142018,6,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,0,0,0,watching me,0,0,0,0,0,1,0,0,skittish,POINT (-73.9727488640736 40.7781916780621),,19,4,19,13
632,-73.96732437,40.7875393,26A-AM-1014-01,26A,AM,10142018,1,,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,1,0,0,1,,0,0,0,0,0,0,0,0,could not get close due to fences,POINT (-73.9673243699918 40.7875392957722),,19,4,19,13
642,-73.97673021,40.77370921,8A-PM-1014-01,08A,PM,10142018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,0,0,1,1,0,,1,0,0,0,0,0,0,1,runs from (goes up a tree),POINT (-73.976730206737 40.773709213914),,19,4,19,13
679,-73.95640114,40.79580978,38E-AM-1010-02,38E,AM,10102018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,1,0,0,,0,0,0,0,0,0,0,0,climbs,POINT (-73.95640114211221 40.7958097849369),,19,4,19,13
684,-73.96581818,40.77981606,19F-AM-1007-01,19F,AM,10072018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,0,0,1,0,bit scared,POINT (-73.9658181813014 40.7798160637561),,19,4,19,13
703,-73.97935656,40.76792594,2C-AM-1010-09,02C,AM,10102018,9,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,0,0,0,1,1,,0,0,0,0,0,0,0,0,climbed up tree as i neared,POINT (-73.9793565564361 40.7679259390448),,19,4,19,13
723,-73.95329528,40.79200745,36I-AM-1017-08,36I,AM,10172018,8,Adult,Gray,,Gray+,,Ground Plane,FALSE,,0,1,0,0,0,chasing (#7),0,0,0,0,1,0,0,1,runs from (me),POINT (-73.95329527631061 40.7920074462622),,19,4,19,13
737,-73.97257126,40.76691018,4H-AM-1006-02,04H,AM,10062018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,1,0,0,climbing (over small wire fence then on the ground),0,0,0,0,0,1,0,1,"approaches (saw me & came forward),runs from (startled by another person)",POINT (-73.9725712588741 40.7669101832926),,19,4,19,13
742,-73.95650357,40.79373827,36F-AM-1017-04,36F,AM,10172018,4,Juvenile,Gray,White,Gray+White,"White legs, front & back",Ground Plane,FALSE,,1,0,0,1,1,,1,0,0,0,0,1,0,1,"approaches (me),runs from (me)",POINT (-73.9565035705619 40.7937382705056),,19,4,19,13
751,-73.97686177,40.77418771,9A-PM-1010-03,09A,PM,10102018,3,,Gray,White,Gray+White,,Ground Plane,FALSE,,0,0,0,0,0,,0,0,0,0,0,0,0,0,froze - standing on hind legs for ~10 seconds then scampered off,POINT (-73.97686176907251 40.7741877060705),,19,4,19,13
781,-73.97105591,40.77942799,16C-PM-1018-01,16C,PM,10182018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,3,,0,0,1,0,0,,0,0,0,0,0,0,0,0,disappeared up other side of tree,POINT (-73.9710559113762 40.7794279914209),,19,4,19,13
803,-73.96971966,40.78140685,19B-AM-1019-01,19B,AM,10192018,1,Juvenile,Gray,"Cinnamon, White","Gray+Cinnamon, White",Side stripes,Ground Plane,FALSE,,1,0,0,1,0,,0,0,0,0,0,0,1,1,indifferent then runs from,POINT (-73.9697196619878 40.7814068507607),,19,4,19,13
818,-73.96036201,40.79559658,36B-AM-1013-02,36B,AM,10132018,2,,Gray,,Gray+,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,0,0,0,0,didn't see me,POINT (-73.9603620122205 40.7955965755851),,19,4,19,13
840,-73.97469339,40.77331387,9C-PM-1006-05,09C,PM,10062018,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,0,0,0,1,0,,0,0,0,0,0,0,0,1,w/ dog,POINT (-73.9746933852572 40.773313866931),,19,4,19,13
843,-73.96423799,40.77747925,17I-PM-1017-01,17I,PM,10172018,1,Juvenile,Cinnamon,White,Cinnamon+White,,Above Ground,15,,0,0,1,0,0,,0,0,0,0,0,0,0,0,"was in a tree,so i couldn't really tell",POINT (-73.9642379942652 40.7774792520738),,19,4,19,13
865,-73.97920912,40.76858455,2B-PM-1013-06,02B,PM,10132018,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,,0,0,0,0,0,,0,0,0,0,0,1,0,0,sat there! in front of us,POINT (-73.9792091200122 40.7685845475313),,19,4,19,13
915,-73.95618876,40.79581875,38E-AM-1010-04,38E,AM,10102018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,1,0,1,0,0,,0,0,0,1,0,0,0,1,me,POINT (-73.95618876244711 40.7958187455815),,19,4,19,13
916,-73.96765141,40.77308537,11H-AM-1010-01,11H,AM,10102018,1,Adult,Gray,White,Gray+White,,Above Ground,20,,0,0,1,0,0,,0,0,0,0,0,1,0,0,started climbing down to me,POINT (-73.9676514056678 40.7730853732876),,19,4,19,13
919,-73.95712336,40.7992459,41B-PM-1014-04,41B,PM,10142018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,40,,0,0,1,0,0,,0,0,0,0,0,0,0,0,climbing,POINT (-73.9571233640232 40.7992458980266),,19,4,19,13
924,-73.97631164,40.76888396,4D-PM-1008-03,04D,PM,10082018,3,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,0,0,0,1,0,,0,0,0,0,0,0,0,1,ran two feet up tree trunk,POINT (-73.9763116425885 40.7688839576487),,19,4,19,13
953,-73.96584435,40.77967049,19F-AM-1007-03,19F,AM,10072018,3,Juvenile,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,0,0,0,1,1,,0,0,0,0,0,0,0,0,scared,POINT (-73.9658443548822 40.7796704898979),,19,4,19,13
961,-73.97154669,40.76955849,6H-PM-1020-03,06H,PM,10202018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,Gray & Cinnamon selected as Primary. Nothing selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,,0,0,0,1,1,,0,0,0,0,0,0,0,1,runs from (kids kicking the fence),POINT (-73.9715466850324 40.7695584933538),,19,4,19,13
965,-73.95831758,40.79165667,33E-AM-1014-12,33E,AM,10142018,12,Adult,Gray,White,Gray+White,,Above Ground,15,,0,0,0,0,0,sleeping,0,0,0,0,0,0,0,0,asleep,POINT (-73.958317581802 40.7916566683158),,19,4,19,13
980,-73.96731602,40.7766158,15G-PM-1019-12,15G,PM,10192018,12,Adult,Gray,,Gray+,,Above Ground,4,,0,0,1,0,0,,0,0,0,0,0,0,0,0,stared,POINT (-73.9673160165357 40.7766158001202),,19,4,19,13
1002,-73.96455476,40.77687701,16I-AM-1008-04,16I,AM,10082018,4,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,9,tree hollow,0,0,0,0,0,in hollow,0,0,0,0,0,0,0,0,curious,POINT (-73.9645547556826 40.776877007081),,19,4,19,13
1014,-73.97203471,40.77277503,9E-PM-1014-01,09E,PM,10142018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Gathering/digging in grassy area b/w trees,0,0,0,0,1,looked like it was smelling/digging in the ground,0,0,0,0,1,0,1,0,indifferent (was in a grassy area with no humans nearby),POINT (-73.9720347089273 40.7727750272024),,19,4,19,13
1037,-73.95633112,40.79509016,38E-AM-1010-12,38E,AM,10102018,12,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,running on rocks,0,1,0,0,0,,0,0,0,1,0,0,0,0,runs toward something,POINT (-73.9563311167069 40.7950901563337),,19,4,19,13
1047,-73.97821201,40.77171545,6A-AM-1006-05,06A,AM,10062018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,4,tree,0,0,1,0,0,,0,0,0,1,1,0,0,0,curious,POINT (-73.9782120139407 40.7717154468791),,19,4,19,13
1048,-73.95646064,40.78805466,30I-PM-1006-06,30I,PM,10062018,6,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,0,0,1,1,ran up tree,POINT (-73.9564606426367 40.7880546572608),,19,4,19,13
1074,-73.96405349,40.77773839,17I-AM-1014-02,17I,AM,10142018,2,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,1,0,0,0,0,standing upright,0,0,0,0,0,1,0,1,runs from (only ran away when a grandpa chased it off),POINT (-73.9640534906634 40.7777383899836),,19,4,19,13
1095,-73.95683009,40.79358557,36E-AM-1013-01,36E,AM,10132018,1,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,0,0,0,1,runs from (ran into treebrush),POINT (-73.9568300899773 40.7935855743354),,19,4,19,13
1098,-73.97615279,40.7709607,6C-AM-1007-06,06C,AM,10072018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,7,,0,0,1,0,0,,0,0,0,0,0,0,0,0,disappeared when jogger ran by,POINT (-73.9761527947483 40.7709607002539),,19,4,19,13
1100,-73.95912925,40.79255303,34D-AM-1008-01,34D,AM,10082018,1,Adult,Black,,Black+,,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,0,0,0,0,staring at us,POINT (-73.95912925497001 40.7925530280455),,19,4,19,13
1101,-73.96881735,40.77820098,16E-AM-1014-08,16E,AM,10142018,8,Adult,Gray,,Gray+,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,0,0,0,1,runs from (dog),POINT (-73.9688173465755 40.7782009764626),,19,4,19,13
1102,-73.95415009,40.792033,35H-AM-1013-02,35H,AM,10132018,2,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,10,Sitting on tree limb,0,0,0,0,0,sitting,0,0,0,0,0,0,1,0,"watching me from tree,but calm",POINT (-73.9541500874008 40.7920329989756),,19,4,19,13
1106,-73.95307396,40.79320344,37H-PM-1006-01,37H,PM,10062018,1,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,0,0,0,1,1,,0,0,0,0,0,0,0,1,from voice,POINT (-73.95307395621312 40.7932034409546),,19,4,19,13
1107,-73.96383978,40.78289503,23F-PM-1013-02,23F,PM,10132018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,1,0,0,1,1,,0,1,0,0,1,0,1,0,"indifferent (mostly,did notice me,busy eating,foraging)",POINT (-73.9638397790384 40.7828950272904),,19,4,19,13
1134,-73.96674745,40.77606437,15H-PM-1008-01,15H,PM,10082018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,10,Oak tree,0,1,0,0,0,watching me,0,1,0,1,0,0,0,0,observant,POINT (-73.9667474482967 40.7760643720793),,19,4,19,13
1151,-73.9608399,40.78177045,23I-AM-1019-01,23I,AM,10192018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,18,on a tree,0,0,1,0,0,,0,0,0,0,0,0,0,0,"eyed me warily,then went up the tree",POINT (-73.9608399003798 40.7817704502248),,19,4,19,13
1162,-73.9677097,40.78253584,21C-AM-1014-02,21C,AM,10142018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,50,,1,1,1,0,1,,0,1,0,0,0,0,0,0,looked at us from tree,POINT (-73.9677096985223 40.7825358361204),,19,4,19,13
1164,-73.96895041,40.77667702,14F-PM-1012-05,14F,PM,10122018,5,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,2,on a fallen branch,1,0,0,1,0,sitting,0,0,0,0,0,0,0,0,looking at me,POINT (-73.9689504114652 40.7766770153764),,19,4,19,13
1173,-73.96820671,40.77799112,16E-PM-1018-05,16E,PM,10182018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,0,0,0,staring,0,0,0,1,0,1,0,0,approaches (very close),POINT (-73.9682067129876 40.7779911208015),,19,4,19,13
1179,-73.96397268,40.78290835,23F-PM-1013-01,23F,PM,10132018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,0,0,0,1,"runs from (dove into some bushes/undergrowth,only saw briefly! → not because of humans tho.)",POINT (-73.9639726817977 40.7829083461049),,19,4,19,13
1187,-73.96695298,40.78718642,25A-AM-1013-05,25A,AM,10132018,5,,Gray,,Gray+,,Ground Plane,FALSE,CROSS BRIDLE - INTO TREE TO AVOID DOGGO,1,0,1,0,0,d.p.t.,0,0,0,1,1,0,1,0,calm,POINT (-73.96695298359921 40.7871864151365),,19,4,19,13
1188,-73.95776297,40.78974608,32G-PM-1013-01,32G,PM,10132018,1,Juvenile,Gray,Cinnamon,Gray+Cinnamon,Cinnamon belly,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,0,0,1,0,allowed me to approach within 10 ft,POINT (-73.9577629744539 40.789746075829804),,19,4,19,13
1189,-73.97280694,40.77944581,15A-AM-1007-01,15A,AM,10072018,1,Adult,Gray,,Gray+,tbd,Ground Plane,FALSE,,0,0,0,0,1,hopping,0,0,0,0,0,0,1,0,in fenced in lawn (chill),POINT (-73.9728069355821 40.7794458131748),,19,4,19,13
1227,-73.97290903,40.77943401,15A-AM-1007-02,15A,AM,10072018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,0,0,1,0,in fenced in lawn (chill),POINT (-73.9729090336637 40.7794340052503),,19,4,19,13
1236,-73.97053708,40.77617254,13E-PM-1008-04,13E,PM,10082018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,Gray & Cinnamon selected as Primary. Gray selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,1,0,0,0,he took 2 steps then turned and stared at me,POINT (-73.9705370795538 40.7761725434851),,19,4,19,13
1240,-73.9651818,40.78190828,21E-AM-1017-01,21E,AM,10172018,1,Adult,Gray,White,Gray+White,,Above Ground,3,Climbs small tree,0,0,0,1,1,,0,0,0,0,1,0,0,0,walks from,POINT (-73.9651817987035 40.7819082838334),,19,4,19,13
1269,-73.96776216,40.7823359,20C-PM-1018-08,20C,PM,10182018,8,Juvenile,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,0,1,0,1,runs from (dog),POINT (-73.967762162893 40.7823359027165),,19,4,19,13
1303,-73.95333195,40.79336479,37H-AM-1018-02,37H,AM,10182018,2,Adult,Gray,,Gray+,,Above Ground,,Large tree by (fence of the conservatory) about to climb up,0,0,1,0,0,,0,0,0,0,0,0,0,0,"busy,ready to climb",POINT (-73.9533319519277 40.7933647909449),,19,4,19,13
1310,-73.96941694,40.77444083,12G-PM-1007-03,12G,PM,10072018,3,,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,bushes,0,0,0,0,1,,0,0,0,0,0,0,0,0,friendly,POINT (-73.9694169352433 40.7744408293858),,19,4,19,13
1319,-73.95543277,40.79538464,38E-AM-1010-05,38E,AM,10102018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,0,0,1,0,interested in my presence,POINT (-73.9554327683595 40.7953846381499),,19,4,19,13
1321,-73.97018244,40.77637033,14E-AM-1008-21,14E,AM,10082018,21,Adult,Gray,,Gray+,,Ground Plane,FALSE,,0,0,0,0,1,walking,0,0,0,0,0,1,0,0,"curious,but not expecting food",POINT (-73.9701824376506 40.7763703306736),,19,4,19,13
1323,-73.95455425,40.79839357,41E-AM-1007-05,41E,AM,10072018,5,Adult,Gray,White,Gray+White,,Above Ground,10,,0,0,1,0,0,,0,0,0,0,0,0,0,1,man/pit bull mix wandered,POINT (-73.954554245377 40.7983935730557),,19,4,19,13
1328,-73.97721645,40.76883995,3D-AM-1006-06,03D,AM,10062018,6,,Gray,,Gray+,,Above Ground,10,tree,1,0,1,0,0,,0,0,0,0,0,0,0,0,"did not run from humans,but ran straight to tree & climbed up",POINT (-73.9772164524209 40.7688399538756),,19,4,19,13
1329,-73.96430326,40.77945145,19H-AM-1010-02,19H,AM,10102018,2,,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,near base of small tree,1,0,0,1,1,,0,0,0,1,0,1,0,0,ran from human with dog,POINT (-73.9643032554205 40.7794514526463),,19,4,19,13
1334,-73.96956059,40.77056198,8I-AM-1006-09,08I,AM,10062018,9,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,0,0,0,1,1,,0,0,0,0,0,0,0,0,"very curious,looked like it expected food",POINT (-73.969560591279 40.7705619840715),,19,4,19,13
1341,-73.96620636,40.78907787,28A-PM-1007-04,28A,PM,10072018,4,Adult,Gray,White,Gray+White,,,,,0,0,0,0,0,looking at me & #5,1,0,0,0,1,0,0,0,freezes,POINT (-73.9662063642345 40.7890778665307),,19,4,19,13
1355,-73.95349106,40.79357744,37H-AM-1018-04,37H,AM,10182018,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,1,0,0,1,was with a lot of robins,POINT (-73.9534910562766 40.7935774443789),,19,4,19,13
1370,-73.95427338,40.79557865,39F-PM-1006-02,39F,PM,10062018,2,Adult,Gray,,Gray+,,Above Ground,20,tree,0,0,0,0,0,,0,0,0,0,0,0,0,1,ran up tree when approached,POINT (-73.9542733797804 40.795578653743),,19,4,19,13
1374,-73.9564741,40.79388456,36F-AM-1017-03,36F,AM,10172018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,Cinnamon on shoulders,Ground Plane,FALSE,,0,0,0,1,1,,0,0,0,0,0,0,0,1,runs from (me),POINT (-73.9564741038174 40.7938845572816),,19,4,19,13
1391,-73.96480907,40.79038821,29A-PM-1019-03,29A,PM,10192018,3,Juvenile,Black,Cinnamon,Black+Cinnamon,,Ground Plane,FALSE,,0,0,0,0,0,,0,0,0,0,0,1,0,1,"ran from,but now approaching. kind of weirding me out.",POINT (-73.9648090698176 40.7903882097837),,19,4,19,13
1396,-73.96552337,40.77927373,18G-AM-1014-01,18G,AM,10142018,1,Juvenile,Gray,White,Gray+White,,Above Ground,10,,0,0,1,0,0,,1,0,0,0,0,0,1,0,looking,POINT (-73.9655233748105 40.7792737287734),,19,4,19,13
1403,-73.97006667,40.7742857,12F-PM-1007-08,12F,PM,10072018,8,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,0,1,1,,0,0,0,0,0,0,0,0,stared,POINT (-73.9700666654946 40.7742857042581),,19,4,19,13
1414,-73.96785614,40.77828774,16E-PM-1018-02,16E,PM,10182018,2,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,0,1,0,0,0,,0,0,0,1,0,0,0,0,gets distance from people but then continues to chase #1,POINT (-73.9678561384348 40.7782877397822),,19,4,19,13
1427,-73.96661136,40.77526626,14H-PM-1012-05,14H,PM,10122018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,0,0,0,1,0,,0,0,0,0,0,1,0,0,approaches (someone was feeding it),POINT (-73.9666113598566 40.7752662550312),,19,4,19,13
1428,-73.97065331,40.76890203,6I-AM-1006-01,06I,AM,10062018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,,1,0,1,1,1,,0,0,0,0,0,0,0,1,runs from (someone sneezed),POINT (-73.9706533131129 40.768902033819),,19,4,19,13
1431,-73.96325779,40.79311284,33A-AM-1008-01,33A,AM,10082018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,0,0,0,0,acknowledged,POINT (-73.9632577850183 40.793112839016),,19,4,19,13
1441,-73.96124195,40.79416771,35B-PM-1013-07,35B,PM,10132018,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,1,0,1,1,0,"got fed twice by grandpa,grabbed from grass and ate in tree",0,0,0,0,0,1,1,1,"approaches (grandpa with food),runs from (kid),kid was slowly creeping up on it; it eventually climbed up.",POINT (-73.961241953418 40.7941677113011),,19,4,19,13
1466,-73.96846573,40.78401136,22B-AM-1013-05,22B,AM,10132018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,tree,0,0,1,0,0,,0,0,0,0,0,0,0,0,looked down on me like her imperial subject,POINT (-73.9684657285532 40.7840113573723),,19,4,19,13
1482,-73.95457736,40.78986846,33I-AM-1008-05,33I,AM,10082018,5,Adult,,,+,,Above Ground,100,,0,0,1,0,1,,0,0,0,0,0,0,1,0,nearly dropped shell on my head!,POINT (-73.9545773579075 40.7898684635744),,19,4,19,13
1486,-73.96539466,40.77631368,15I-PM-1012-05,15I,PM,10122018,5,Adult,Gray,,Gray+,,Above Ground,2,,1,0,1,0,1,burying the food on ground,0,0,0,0,0,0,0,0,look at us and continue hiding the food,POINT (-73.965394655961 40.7763136791661),,19,4,19,13
1492,-73.96847907,40.78388187,22B-AM-1013-01,22B,AM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,0,0,0,0,"looked at me,standing on back feet",POINT (-73.9684790657851 40.7838818717863),,19,4,19,13
1499,-73.97699695,40.77107113,6C-AM-1007-01,06C,AM,10072018,1,Adult,Gray,White,Gray+White,vid!,Above Ground,15,,0,0,1,0,0,,0,0,0,0,1,0,0,0,"curious,but wary",POINT (-73.97699695480242 40.7710711265211),,19,4,19,13
1501,-73.97052548,40.77636065,13E-AM-1017-03,13E,AM,10172018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,0,0,0,1,1,,1,0,0,0,0,0,0,1,acknowledges,POINT (-73.9705254801 40.7763606494306),,19,4,19,13
1509,-73.96556709,40.77637289,16H-PM-1014-03,16H,PM,10142018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,0,1,0,0,followed man across bridge,POINT (-73.9655670884957 40.7763728890554),,19,4,19,13
1511,-73.97338824,40.76830787,5G-AM-1006-01,05G,AM,10062018,1,Adult,Gray,Black,Gray+Black,,Above Ground,20,,0,0,1,0,0,,0,0,0,0,0,0,0,0,made eye contact with me,POINT (-73.9733882364574 40.7683078706597),,19,4,19,13
1536,-73.97672202,40.77532621,10A-PM-1014-03,10A,PM,10142018,3,Adult,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",,Above Ground,,above my head in tree,0,0,0,1,0,eating (in a tree),0,0,0,0,0,0,1,0,"indifferent (lots of people taking its picture,didn't bother it)",POINT (-73.9767220179725 40.7753262103123),12420.0,20,4,19,12
1586,-73.98055178,40.76830447,2B-PM-1013-05,02B,PM,10132018,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,1,0,1,0,0,climbing fence!,0,0,0,0,0,0,0,0,snuck into bike cart!,POINT (-73.9805517765469 40.7683044693163),,19,4,19,13
1607,-73.95454255,40.79568534,39F-PM-1006-04,39F,PM,10062018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,35,in tree,0,0,1,0,0,climbing down,0,0,0,0,0,0,0,1,ran when saw me,POINT (-73.9545425520879 40.7956853415959),,19,4,19,13
1613,-73.98067183,40.76927769,2A-AM-1010-07,02A,AM,10102018,7,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,0,1,1,,0,0,0,0,1,0,0,0,couldn't get near,POINT (-73.9806718258385 40.76927768969951),,19,4,19,13
1630,-73.95271967,40.79236383,36I-PM-1007-11,36I,PM,10072018,11,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,3,,0,0,1,0,0,,0,0,0,0,0,0,0,1,me!,POINT (-73.9527196716568 40.792363826828),,19,4,19,13
1632,-73.97470601,40.77285282,8C-AM-1007-02,08C,AM,10072018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,0,0,0,0,peeps out from behind tree at cooing tourists,POINT (-73.9747060143742 40.7728528164878),,19,4,19,13
1650,-73.97633735,40.77411689,9B-PM-1013-09,09B,PM,10132018,9,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,1,0,0,1,runs from (people),POINT (-73.9763373510536 40.7741168933928),,19,4,19,13
1652,-73.96958811,40.78424413,21A-AM-1019-01,21A,AM,10192018,1,Juvenile,Gray,Black,Gray+Black,,Above Ground,3,,0,0,1,0,0,,0,0,0,0,0,0,0,0,"keeps to tree,drops down on side away from people",POINT (-73.9695881075086 40.7842441291991),,19,4,19,13
